index,ID,SMILES,InChIKey,Solubility,split
2703,A-5013,CCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCC,CSKKAINPUYTTRW-UHFFFAOYSA-N,-4.3499005787,1
2704,A-5014,S=[Fe],MBMLMWLHJBBADN-UHFFFAOYSA-N,-3.6218288656,1
2705,A-5015,C1C=CC2C3CC(C=C3)C12,HECLRDQVFMWTQS-UHFFFAOYSA-N,-3.8202211698,1
2706,A-5016,CC(C)CCCC(C)CCCC(C)=O,RBGLEUBCAJNCTR-UHFFFAOYSA-N,-4.0051761335,1
2707,A-5018,C1CCC\C=C/CC1,URYYVOIYTNXXBN-UPHRSURJSA-N,-3.770339988,1
2708,A-5019,CN(C)C(=S)SSC(=S)N(C)C,KUAZQDVKQLNFPE-UHFFFAOYSA-N,-4.1161961212,1
2709,A-5021,CO[Si](CC(C)C)(OC)C(C)C,XFAOZKNGVLIXLC-UHFFFAOYSA-N,-4.0243009096,1
2710,A-5022,CN1C(C)(C)CC(CC1(C)C)OC(=O)CC(C(CC(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(=O)OC3CC(C)(C)N(C)C(C)(C)C3)C(=O)OC4CC(C)(C)N(C)C(C)(C)C4,WUPCFMITFBVJMS-UHFFFAOYSA-N,-4.672731896,1
2711,A-5025,[H+].[Cl-].OC(=O)C1CCNCC1,NVUYWKBRSRPYMH-UHFFFAOYSA-N,0.3840315923,1
2712,A-5026,CCOC(=O)C1=C(COCCN2C(=O)c3ccccc3C2=O)NC(=C(C1c4ccccc4Cl)C(=O)OC)C,AHHPZGUFLGCZCF-UHFFFAOYSA-N,-4.5011269518,1
2713,A-5027,C=CCOC(=O)CCC1CCCCC1,TWXUTZNBHUWMKJ-UHFFFAOYSA-N,-4.0624492536,1
2714,A-5028,CCOc1nc(NC)nc(NC(=O)N[S](=O)(=O)c2ccccc2C(=O)OC)n1,ZINJLDJMHCUBIP-UHFFFAOYSA-N,-4.3879107689,1
2715,A-5029,[Ca++].[O-]C([O-])=O,VTYYLEPIZMXCLO-UHFFFAOYSA-L,-3.7802652447,1
2716,A-503,CC/C=C/CC/C=C/C=C,FDBJNQUXZRDJHC-KQQUZDAGSA-N,-3.34190657,1
2717,A-5032,Cc1cc(Cc2ccc(N)c(C)c2)ccc1N,WECDUOXQLAIPQW-UHFFFAOYSA-N,-4.1506087086,1
2718,A-5033,CCCCNC(=S)N(CCCC)CCCC,UDYXMTORTDACTG-UHFFFAOYSA-N,-4.1840665057,1
2719,A-5034,CCCCC(CC)CNCC(CC)CCCC,SAIKULLUBZKPDA-UHFFFAOYSA-N,-4.2367225564,1
2720,A-5035,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,IBOFVQJTBBUKMU-UHFFFAOYSA-N,-4.2868907228,1
2721,A-5036,CC(O)C(C)(C)\C=C\C1CC=C(C)C1(C)C,QZFSNJAQFWEXEA-MDZDMXLPSA-N,-4.2167463336,1
2722,A-504,OC\C=C/CO,ORTVZLZNOYNASJ-UPHRSURJSA-N,0.8466851642,1
2723,A-5040,CC(CC(C)(C)C)C[P](O)(=O)CC(C)CC(C)(C)C,QUXFOKCUIZCKGS-UHFFFAOYSA-N,-4.3661284711,1
2724,A-5041,N[S](=O)(=O)c1ccc(NC(=S)Nc2ccc(F)cc2)cc1,VUDOFEJVAFMLEC-UHFFFAOYSA-N,-2.9899599684,1
2725,A-5043,CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)N5CCCCC5=O,PULNLYVCJSOXKS-UHFFFAOYSA-N,-4.6282058436,1
2726,A-5045,ON1CC(=O)N=C2C=CC(=CC2=C1c3ccccc3Cl)Cl,HIJLVSVTJNDDHT-UHFFFAOYSA-N,-4.4653328209,1
2727,A-5048,CCCCCC,VLKZOEOYAKHREP-UHFFFAOYSA-N,-3.9441703352,1
2728,A-5049,NC(NC#N)=NCCCCCCN=C(N)NC#N,YXZZOMVBHPCKMM-UHFFFAOYSA-N,-4.4346903729,1
2729,A-5050,CCC(=O)OC(C)(CCC=C(C)C)C=C,WAQIIHCCEMGYKP-UHFFFAOYSA-N,-4.3823578934,1
2730,A-5051,[Na+].[Na+].[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2c([O-])cc(c3ccccc23)[S]([O-])(=O)=O)c4ccccc4.Cc5nn(c([O-])c5N=Nc6c([O-])cc(c7ccccc67)[S]([O-])(=O)=O)c8ccccc8,OTFBCUKLFXRMQQ-UHFFFAOYSA-H,-1.2121028981,1
2731,A-5053,CCCCCCCCCCCCCCCCCCCCCC[N+](C)(C)C.CO[S]([O-])(=O)=O,QIVLQXGSQSFTIF-UHFFFAOYSA-M,-4.8359730654,1
2732,A-5054,COC1=Cc2ccccc2Nc3ccccc13,ZKHZWXLOSIGIGZ-UHFFFAOYSA-N,-4.5144193944,1
2733,A-5057,CC(C)CCCC(C)CCCC(C)CCCC(C)(O)C=C,KEVYVLWNCKMXJX-UHFFFAOYSA-N,-4.7086538251,1
2734,A-5059,CCN(CC)c1ccc(cc1)[C+](c2ccccc2)c3ccc(cc3)N(CC)CC.O[S]([O-])(=O)=O,NNBFNNNWANBMTI-UHFFFAOYSA-M,-2.0572883439,1
2735,A-506,CCOCCOCCOCCOC(=O)C(C)=C,RBFPEAGEJJSYCX-UHFFFAOYSA-N,-0.6030114261,1
2736,A-5060,CC[C@]12CCC3=C(CCc4cc(OC)ccc34)[C@@H]1CCC2=O,PFKPABPFEUSONI-ICSRJNTNSA-N,-4.772922847,1
2737,A-5061,COC1=CCC2=C(CC[C@@H]3[C@@H]2CC[C@]4(C)[C@@H](O)CC[C@@H]34)C1,XFFZLECPCHQJIR-GFEQUFNTSA-N,-4.7610719313,1
2738,A-5063,CCC1(C/C=C2/CCCc3cc(OC)ccc23)C(=O)CCC1=O,OMXFYKCGCDGYNC-KAMYIIQDSA-N,-4.8388171185,1
2739,A-5064,[Mn++].[O-]C([O-])=O,XMWCXZJXESXBBY-UHFFFAOYSA-L,-4.5005872378,1
2740,A-5065,CC(=O)OC1N=C(c2ccccc2Cl)c3cc(Cl)ccc3NC1=O,CYDZMDOLVUBPNL-UHFFFAOYSA-N,-5.0286669228,1
2741,A-5067,COC1=CCC2=C(CCC3C2CCC4(C)C3CCC4=O)C1,NSUVCVKCWGOYPV-UHFFFAOYSA-N,-4.9798745042,1
2742,A-5069,N(c1ccccc1)c2cccc3ccccc23,XQVWYOYUZDUNRW-UHFFFAOYSA-N,-4.8638916314,1
2743,A-5070,O=C(OCCOC(=O)c1ccccc1)c2ccccc2,XFDQLDNQZFOAFK-UHFFFAOYSA-N,-5.0700925015,1
2744,A-5071,O=[Ni],GNRSAWUEBMWBQH-UHFFFAOYSA-N,-4.5191656494,1
2745,A-5072,CC1CCC2(C)C(=CCCC2(C)C1OC=O)C,DAWDTDPJINNEJM-UHFFFAOYSA-N,-5.0311421132,1
2746,A-5073,COC(=O)CCc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,PXMJCECEFTYEKE-UHFFFAOYSA-N,-5.1235829068,1
2747,A-5074,C1CC(CC=C1)C2OCC3(CO2)COC(OC3)C4CCC=CC4,WKTJXDHLMJKSGI-UHFFFAOYSA-N,-5.2397354439,1
2748,A-5076,CCC(C)C(C)C(C)CCc1ccc(O)cc1,AOOKHLGAVNECET-UHFFFAOYSA-N,-5.1824053879,1
2749,A-5077,CC[C@]12CC[C@H]3[C@@H](CCC4=C3CC=C(C4)OC)[C@@H]1CCC2=O,PQMRKLSVUBRLLQ-XSYGEPLQSA-N,-5.363817292,1
2750,A-5078,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C,FJFYFBRNDHRTHL-UHFFFAOYSA-N,-5.7065739478,1
2751,A-5079,[OH-].[OH-].[OH-].[Cl-].[Cu++].[Cu++],SKQUUKNCBWILCD-UHFFFAOYSA-J,-5.2539851522,1
2752,A-508,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](N)C2=O)C(O)=O,HSHGZXNAXBPPDL-HZGVNTEJSA-N,-2.6489777217,1
2753,A-5081,[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,DUBNHZYBDBBJHD-UHFFFAOYSA-L,-5.4987140306,1
2754,A-5082,CC(C)CCCC(C)CCCC(C)CCCC(C)=O,WHWDWIHXSPCOKZ-UHFFFAOYSA-N,-5.4746775177,1
2755,A-5083,O=[Mn],VASIZKWUTCETSD-UHFFFAOYSA-N,-4.921453892,1
2756,A-5084,CC(C)C(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(=O)C(C)C)[C@H](OC(=O)C(C)C)[C@H]2OC(=O)C(C)C)[C@@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C,UVGUPMLLGBCFEJ-SWTLDUCYSA-N,-6.0735348087,1
2757,A-5086,[Mn],PWHULOQIROXLJO-UHFFFAOYSA-N,-4.894774805,1
2758,A-5088,[F-].[F-].[F-].[La+3],BYMUNNMMXKDFEZ-UHFFFAOYSA-K,-5.5353983277,1
2759,A-5090,O=C(CC(=O)c1ccccc1)c2ccccc2,NZZIMKJIVMHWJC-UHFFFAOYSA-N,-5.657902962,1
2760,A-5091,CC1=CC(=N/Nc2ccccc2[N+]([O-])=O)\C(=O)C=C1,GLFDXJBEJWBCQP-RVDMUPIBSA-N,-5.7475958635,1
2761,A-5092,O=[Cu],QPLDLSVMHZLSFG-UHFFFAOYSA-N,-5.3051166643,1
2762,A-5093,[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-][P]([O-])(=O)O[P]([O-])([O-])=O.[O-][P]([O-])(=O)O[P]([O-])([O-])=O.[O-][P]([O-])(=O)O[P]([O-])([O-])=O,CADNYOZXMIKYPR-UHFFFAOYSA-B,-6.3076085303,1
2763,A-5094,CCCCCCCCCCCCS[Sn](CCCC)(CCCC)SCCCCCCCCCCCC,FFGHLLOLFQHABK-UHFFFAOYSA-L,-6.295424349,1
2764,A-5095,CCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCCCCCCCCCCCCCCCC,PRNNATBNXILRSR-UHFFFAOYSA-N,-6.405660228,1
2765,A-5096,CC(=O)OC1(CCC2C3CC(=C)C4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,YCDZXIYKJHQMIG-UHFFFAOYSA-N,-6.1077931611,1
2766,A-5097,CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,LMODBLQHQHXPEI-UHFFFAOYSA-N,-6.2405235691,1
2767,A-51,CCC(Cc1ccccc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,UHFFVFAKEGKNAQ-UHFFFAOYSA-N,-4.7932278922,1
2768,A-5100,CCOC(=O)c1nn(c2ccc(OC)cc2)c3C(=O)N(CCc13)c4ccc(cc4)[N+]([O-])=O,RQNAOIQEGPVYTC-UHFFFAOYSA-N,-6.6187193264,1
2769,A-5101,CCCCCCCCCCCCCCCCCCOCCCN(C)C,BHQZSXXOSYWJSZ-UHFFFAOYSA-N,-6.8520540298,1
2770,A-5103,[Ta],GUVRBAGPIYLISA-UHFFFAOYSA-N,-6.9291741838,1
2771,A-5104,COc1ccc(c(O)c1)C(=O)c2ccccc2O,MEZZCSHVIGVWFI-UHFFFAOYSA-N,-7.2738841077,1
2772,A-5106,O=C1CCCCCN1C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CCCCCC4=O)cc3)cc2,CFDIRYSIEKJPRZ-UHFFFAOYSA-N,-7.7632612616,1
2773,A-5107,Cc1ccc(Sc2ccc(cc2)C(=O)c3ccccc3)cc1,DBHQYYNDKZDVTN-UHFFFAOYSA-N,-7.6154082599,1
2774,A-511,CCCCCCCCCC(O)=O,GHVNFZFCNZKVNT-UHFFFAOYSA-N,-3.4452161366,1
2775,A-5110,CC(C(C)(C)C)C(C)(C)SSSC(C)(C)C(C)C(C)(C)C,AVVJXRYTKMKDQS-UHFFFAOYSA-N,-9.129966133,1
2776,A-5111,[Zn++].[O-][N+]([O-])=O.[O-][N+]([O-])=O,ONDPHDOFVYQSGI-UHFFFAOYSA-N,0.7217551526,1
2777,A-5112,[Ba++].CC(C)(C)CC(C)(C)CC([O-])=O.CC(C)(C)CC(C)(C)CC([O-])=O,ROSHGJWNZDDJFF-UHFFFAOYSA-L,-1.698832456,1
2778,A-5113,[Br-].CCCC[P+](CCCC)(CCCC)CCCC,RKHXQBLJXBGEKF-UHFFFAOYSA-M,0.41483097,1
2779,A-5115,NC(CO)CO,KJJPLEZQSCZCKE-UHFFFAOYSA-N,0.9744271172,1
2780,A-5116,[Ag+].[Ag+].O[S](O)(=O)=O,YPNVIBVEFVRZPJ-UHFFFAOYSA-N,-1.5849835398,1
2781,A-5117,O.O.O.O.[Cl-].[Cl-].[Mn++],CNFDGXZLMLFIJV-UHFFFAOYSA-L,0.5826413073,1
2782,A-5118,NC(CO)(CO)CO,LENZDBCJOHFCAS-UHFFFAOYSA-N,0.790628369,1
2783,A-5119,[Br-].CC[NH+](CC)CC,NRTLTGGGUQIRRT-UHFFFAOYSA-N,0.5951972854,1
2784,A-5122,CO[S]([O-])(=O)=O.C[N+](CCO)(CCO)CCO,WLTHPEHYBIKNHR-UHFFFAOYSA-M,0.3926664196,1
2785,A-5124,[Na+].[Na+].CCCCCCCCCCCCCCCCc1c(Oc2ccccc2[S]([O-])(=O)=O)cccc1[S]([O-])(=O)=O,DWBRKIMUGXLNBO-UHFFFAOYSA-L,0.2227653537,1
2786,A-5125,[NH4+].[NH4+].[O-]C(=O)CSSCC([O-])=O,RZOXALOSBVDYRY-UHFFFAOYSA-N,0.4596030518,1
2787,A-5126,OCCCOCC(OCCCO)C(OCCCO)C(OCCCO)C(COCCCO)OCCCO,OJZGCEDLMNSDNY-UHFFFAOYSA-N,0.053341445,1
2788,A-5127,CC1=CC(=O)N2NC=NC2=N1,INVVMIXYILXINW-UHFFFAOYSA-N,-1.3471955313,1
2789,A-5128,[Na+].[Na+].Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P](O)(=O)O[P]([O-])(=O)O[P](O)([O-])=O)[C@@H](O)[C@H]3O,TTWYZDPBDWHJOR-IDIVVRGQSA-L,0.0168879621,1
2790,A-5129,[Na+].[Na+].CN(CC(O)=O)C(N)=N[P]([O-])([O-])=O,RNTXMYSPASRLFT-UHFFFAOYSA-L,0.3126582838,1
2791,A-5130,[Ba++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,VJFFDDQGMMQGTQ-UHFFFAOYSA-L,-0.905288847,1
2792,A-5131,[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C([O-])=O,FMYOMWCQJXWGEN-WYRLRVFGSA-M,0.3170701984,1
2793,A-5132,[Na+].[Na+].[O-]C(=O)CCC(=O)C([O-])=O,YBGBJYVHJTVUSL-UHFFFAOYSA-L,0.4295256052,1
2794,A-5133,NCCCCCCCCCCN,YQLZOAVZWJBZSY-UHFFFAOYSA-N,1.527701003,1
2795,A-5135,[Na+].[Na+].CC(C)CCCCCCCO.OC(=O)CC(C(O)=O)[S](O)(=O)=O,YBNSWAFWAWIDJZ-UHFFFAOYSA-N,0.0810654195,1
2796,A-5136,[Na+].[Na+].N[C@@H](CCC([O-])=O)C([O-])=O,PXEDJBXQKAGXNJ-QTNFYWBSSA-L,0.3719654626,1
2797,A-5137,[Zn++].[O-]C(=O)c1ccccc1.[O-]C(=O)c2ccccc2,JDLYKQWJXAQNNS-UHFFFAOYSA-L,-1.8168417251,1
2798,A-5138,CC1CO1,GOOHAUXETOMSMM-UHFFFAOYSA-N,0.8325704879,1
2799,A-5139,CCCCOCNC(=O)C=C,UTSYWKJYFPPRAP-UHFFFAOYSA-N,-0.6536630282,1
2800,A-514,CC(C)C,NNPPMTNAJDCUHE-UHFFFAOYSA-N,-2.977604072,1
2801,A-5141,[Br-],CPELXLSAUQHCOX-UHFFFAOYSA-M,-0.3762292433,1
2802,A-5142,[Na+].CCCCCCCCCCCCN(CCC(O)=O)CCC([O-])=O,LLKGTXLYJMUQJX-UHFFFAOYSA-M,-0.0407296334,1
2803,A-5143,[Na+].CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC([O-])=O,VLKIFCBXANYYCK-ASTDGNLGSA-M,-0.097522226,1
2804,A-5145,CC(O)C(=O)NCCO,RZCHTMXTKQHYDT-UHFFFAOYSA-N,1.3070323786,1
2805,A-5146,[Ba++].[Ba++].[Ba++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,WAKZZMMCDILMEF-UHFFFAOYSA-H,-1.3456118943,1
2806,A-5147,OCC1CCCO1,BSYVTEYKTMYBMK-UHFFFAOYSA-N,0.3887739198,1
2807,A-5148,CC(=C)C(=O)OCCO.O[P](O)(O)=O,POLZHVHESHDZRD-UHFFFAOYSA-N,-0.9602557176,1
2808,A-515,CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N,-2.977604072,1
2809,A-5152,[Na+].[O-][S](=O)(=O)c1ccc(C=C)cc1,XFTALRAZSCGSKN-UHFFFAOYSA-M,-0.0332510813,1
2810,A-5154,CC(=O)CC(C)=O,YRKCREAYFQTBPV-UHFFFAOYSA-N,0.1864485079,1
2811,A-5155,COC(=O)CC(=O)OC,BEPAFCGSDWSTEL-UHFFFAOYSA-N,0.0273419683,1
2812,A-5156,[Mg].[Mg].[Mg].OC(=O)CC(O)(CC(O)=O)C(O)=O.OC(=O)CC(O)(CC(O)=O)C(O)=O,AOHMFUYIHARAGR-UHFFFAOYSA-N,-1.5461258217,1
2813,A-5157,[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,FMYOMWCQJXWGEN-BMZZJELJSA-M,0.7066663199,1
2814,A-516,CC,OTMSDBZUPAUEDD-UHFFFAOYSA-N,-2.691382006,1
2815,A-5160,CN(C)C(=N)N(C)C,KYVBNYUBXIEUFW-UHFFFAOYSA-N,0.9386229258,1
2816,A-5161,OCC(O)COC(=O)CS,DOGJSOZYUGJVKS-UHFFFAOYSA-N,0.7793742068,1
2817,A-5162,OCCOCCOCCOCCO,UWHCKJMYHZGTIT-UHFFFAOYSA-N,0.7116903978,1
2818,A-5163,CC(CCO)CCO,SXFJDZNJHVPHPH-UHFFFAOYSA-N,0.927470714,1
2819,A-5164,CC(O)=O.OCCNCCO,IDOGARCPIAAWMC-UHFFFAOYSA-N,0.7820188759,1
2820,A-5166,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,1.4942803839,1
2821,A-5167,CC(O)=O.OCCN(CCO)CCO,UPCXAARSWVHVLY-UHFFFAOYSA-N,0.6793511375,1
2822,A-5168,O=[S]1(=O)CCCC1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,-0.079806903,1
2823,A-5169,CC(=C)C(=O)OCCO,WOBHKFSMXKNTIM-UHFFFAOYSA-N,-0.1144208137,1
2824,A-5171,Cl.CNCC(O)c1cccc(O)c1,OCYSGIYOVXAGKQ-UHFFFAOYSA-N,-0.308924931,1
2825,A-5172,COC(C)(C)CCO,MFKRHJVUCZRDTF-UHFFFAOYSA-N,-0.072529286,1
2826,A-5173,[Zn++].CCCCO[P]([S-])(=S)OCCCC.CCCCO[P]([S-])(=S)OCCCC,MECFLMNXIXDIOF-UHFFFAOYSA-L,-2.5083839395,1
2827,A-5174,[Na+].[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3ccccc23)c4ccccc14,YCRBPWIFISBYGJ-QPNALZDCSA-M,-2.4263930478,1
2828,A-5176,[Zn++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,IFNXAMCERSVZCV-UHFFFAOYSA-L,0.4554354087,1
2829,A-5177,[Na+].CCC(C)O[P]([S-])(=S)OC(C)CC,FVLCBQUCLOPWGZ-UHFFFAOYSA-M,-2.4221431699,1
2830,A-5179,CC(C)CCCCCC(=O)NCCCCCC(O)=O,KWAKSEGGFHCMJS-UHFFFAOYSA-N,-2.7708536118,1
2831,A-5182,CCCCCCCCC(O)=O,FBUKVWPVBMHYJY-UHFFFAOYSA-N,-2.7221977641,1
2832,A-5183,OC(=O)c1ccc2cc(O)ccc2c1,KAUQJMHLAFIZDU-UHFFFAOYSA-N,-3.2789428853,1
2833,A-5184,[Ni][Ni][Ni]=[S]=S,UPSUSTJZZWSTPN-UHFFFAOYSA-N,-4.514309168,1
2834,A-5185,CC(C)(C)c1ccc(C=C)cc1,QEDJMOONZLUIMC-UHFFFAOYSA-N,-4.5633510279,1
2835,A-5186,Cc1cc(C)cc(c1)C(Cl)=O,ZJIOBDJEKDUUCI-UHFFFAOYSA-N,-3.3292897203,1
2836,A-5187,[OH-].[OH-].[Cu++].[Cu++].[O-]C([O-])=O,ZMMDPCMYTCRWFF-UHFFFAOYSA-J,-5.1432191168,1
2837,A-5188,o1c(cnc1c2ccccc2)c3ccccc3,CNRNYORZJGVOSY-UHFFFAOYSA-N,-5.5532102962,1
2838,A-5189,O=[Mn]=O,NUJOXMJBOLGQSY-UHFFFAOYSA-N,-6.1610484037,1
2839,A-519,CC1(C)C2CC=C(CCC=O)C1C2,DDFGFKGJBOILQZ-UHFFFAOYSA-N,-3.4657606101,1
2840,A-5190,CCC(N)(CO)CO,IOAOAKDONABGPZ-UHFFFAOYSA-N,0.9015785325,1
2841,A-5191,O[Cr](=O)(=O)O[Cr](O)(=O)=O.c1ccncc1.c2ccncc2,RCBVKBFIWMOMHF-UHFFFAOYSA-L,0.3990871294,1
2842,A-5193,[NH3+][C@H]1CCCC[C@H]1[NH3+],SSJXIUAHEKJCMH-OLQVQODUSA-P,0.8890064826,1
2843,A-5194,[Na+].[O-]CCS,RYBWXHDKJVRTES-UHFFFAOYSA-N,0.9537303441,1
2844,A-5195,O=C1N(CC2CO2)C(=O)N(CC3CO3)C(=O)N1CC4CO4,OUPZKGBUJRBPGC-UHFFFAOYSA-N,-1.495423095,1
2845,A-5196,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,AHDSRXYHVZECER-UHFFFAOYSA-N,0.5055163708,1
2846,A-5197,[Cs+].OC=O,ATZQZZAXOPPAAQ-UHFFFAOYSA-N,0.6746872011,1
2847,A-5198,OC(=O)COCCOCC(O)=O,CQWXKASOCUAEOW-UHFFFAOYSA-N,0.6709250275,1
2848,A-5199,COCNC(=O)C(C)=C,YOZHLACIXDCHPV-UHFFFAOYSA-N,0.7919653131,1
2849,A-520,OC(=O)Cc1ccc(O)cc1,XQXPVVBIMDBYFF-UHFFFAOYSA-N,-0.3990804112,1
2850,A-5201,[Na+].[Na+].[Na+].[Na+].[Na+].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CCN(CC([O-])=O)CC([O-])=O,LQPLDXQVILYOOL-UHFFFAOYSA-I,0.2012984367,1
2851,A-5202,CCCCNC1CC(C)(C)NC(C)(C)C1,FDAKZQLBIFPGSV-UHFFFAOYSA-N,0.5746150304,1
2852,A-5203,NC(N)=O.OC[P+](CO)(CO)CO.O[S]([O-])(=O)=O,UMQVFBAWZJWILK-UHFFFAOYSA-M,0.4036921179,1
2853,A-5204,[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(N)nc(Cl)n2)ccc1N=Nc3cc4c(cc(cc4[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O,DSKGJDYCSBLEMI-UHFFFAOYSA-K,-1.0000005869,1
2854,A-5205,[Na+].[Na+].[O-][Si](=O)O[Si]([O-])=O,OQEVSCYDUYRAAM-UHFFFAOYSA-N,0.5846760173,1
2855,A-5206,CC(C)(C)OO,CIHOLLKRGTVIJN-UHFFFAOYSA-N,0.8846472263,1
2856,A-5207,[Na+].CC1=NN(C(=O)C1N\N=C\2C=C(C=C(Cl)C2=O)[N+]([O-])=O)c3ccc(cc3)[S]([O-])(=O)=O,ZKFDTMJWIJPGLE-PUBYZPQMSA-M,-0.8385771725,1
2857,A-5208,O.O.O.O.O.O.[Co++].[O-][N+]([O-])=O.[O-][N](=O)=O,QGUAJWGNOXCYJF-UHFFFAOYSA-N,0.3618761934,1
2858,A-5209,[Cl-].NC(N)=O.OC[P+](CO)(CO)CO,SNIVVKDUMQYBAV-UHFFFAOYSA-M,0.4251118412,1
2859,A-521,COc1ccc(COC(C)=O)cc1,HFNGYHHRRMSKEU-UHFFFAOYSA-N,-2.4740066421,1
2860,A-5210,CC(O)CN(CC(C)O)C(=O)CCCCC(=O)N(CC(C)O)CC(C)O,UUCAVBDCVCFNIN-UHFFFAOYSA-N,0.2109933627,1
2861,A-5211,OC(=O)CCS,DKIDEFUBRARXTE-UHFFFAOYSA-N,0.754917543,1
2862,A-5213,[H+].[Cl-].COC(=O)C(N)CO,NDBQJIBNNUJNHA-UHFFFAOYSA-N,0.5774207675,1
2863,A-5214,CC1(C)COC(=O)C1O,SERHXTVXHNVDKA-UHFFFAOYSA-N,0.6515307225,1
2864,A-5215,[Na+].[Cr+3].Cc1nn(c([O-])c1N=Nc2cc(Cl)c(cc2[O-])[S](N)(=O)=O)c3ccccc3.Cc4nn(c([O-])c4N=Nc5cc(Cl)c(cc5[O-])[S](N)(=O)=O)c6ccccc6,MTEWSKPSJGGDQE-UHFFFAOYSA-J,-2.6924708965,1
2865,A-5216,CN(C)CCOCCN(C)CCO,NCUPDIHWMQEDPR-UHFFFAOYSA-N,0.4764657364,1
2866,A-5217,NC#N,XZMCDFZZKTWFGF-UHFFFAOYSA-N,1.1245149893,1
2867,A-5218,NCCN1CCNC1=O,PODSUMUEKRUDEI-UHFFFAOYSA-N,0.6335459397,1
2868,A-5219,[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[S](=O)(=O)CCO[S]([O-])(=O)=O)c(cc3C=C(/C(=N/Nc4ccc(cc4)[S](=O)(=O)CCO[S]([O-])(=O)=O)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O,FWKNDLPEBIXZRV-FXJKTVKKSA-J,-0.2552865172,1
2869,A-5225,[Cl-].CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,UREZNYTWGJKWBI-UHFFFAOYSA-M,0.0729096485,1
2870,A-5226,CC(C)(CO)[C@@H](O)C(=O)NCCCO,SNPLKNRPJHDVJA-ZETCQYMHSA-N,0.3944261529,1
2871,A-5227,CN(C)CCCN1CN(CCCN(C)C)CN(CCCN(C)C)C1,FZQMJOOSLXFQSU-UHFFFAOYSA-N,0.1642130702,1
2872,A-5228,[Cr].CC([O-])=O,YETKGQMGLZKKGE-UHFFFAOYSA-M,0.6534905512,1
2873,A-5229,C[C@@H]1O[C@@H](O[C@@H]2[C@H](C)O[C@@H](O)[C@@H](O[S](O)(=O)=O)[C@@H]2O[S](O)(=O)=O)[C@@H](O[S](O)(=O)=O)[C@H](O[C@@H]3O[C@@H](C)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@@H](O[S](O)(=O)=O)[C@@H]5O[S](O)(=O)=O)[C@@H]4O[S](O)(=O)=O)[C@@H](O[S](O)(=O)=O)[C@@H]3O[S](O)(=O)=O)[C@@H]1O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O[C@@H]6O[C@@H]([C@@H](O[C@@H]7O[C@@H]([C@@H](O)[C@H](O)[C@@H]7O)C(O)=O)[C@H](O)[C@@H]6O)C(O)=O,DFKXEMWEDROUAD-VNAFSSMTSA-N,-0.5892058636,1
